held_out_system,n_train,n_test,train_mean_target,test_mean_target,train_std_target,test_std_target,abs_mean_shift,js_divergence,train_entropy,test_entropy,"train_frac_[-2, 0)","test_frac_[-2, 0)","train_frac_[0, 2)","test_frac_[0, 2)","train_frac_[2, 4)","test_frac_[2, 4)","train_frac_[4, 6)","test_frac_[4, 6)"
P07900,60,50,2.101001356633333,2.4180028494,1.4585701271953473,1.0394067644899458,0.3170014927666669,0.06265887985553528,1.5376437149543918,1.1024888923155898,0.03333333333333333,0.0,0.4666666666666667,0.3,0.4,0.66,0.1,0.04
P03366,77,33,2.460290318363636,1.7429657379999999,1.2914505624494637,1.1559375575576376,0.7173245803636361,0.08157521057740574,1.4171009667136243,1.154648091032148,0.012987012987012988,0.030303030303030304,0.3246753246753247,0.5454545454545454,0.5584415584415584,0.42424242424242425,0.1038961038961039,0.0
P29274,100,10,2.27374914915,1.9585308953000002,1.3223389194096211,0.9296906634457943,0.3152182538499997,0.07643401513464007,1.4205606035735177,0.9709505944546686,0.02,0.0,0.37,0.6,0.53,0.4,0.08,0.0
Q16539,103,7,2.17958935492233,3.208931473,1.22876947208161,1.770498840732971,1.0293421180776696,0.1693094805085657,1.3346164795362814,1.5566567074628228,0.019417475728155338,0.0,0.39805825242718446,0.2857142857142857,0.5339805825242718,0.2857142857142857,0.04854368932038835,0.42857142857142855
P49336,104,6,2.1502007272596155,3.8898913721666664,1.2475963427952765,0.9451871368337403,1.7396906449070508,0.37300479464830927,1.3379113523386466,1.0,0.019230769230769232,0.0,0.41346153846153844,0.0,0.5192307692307693,0.5,0.04807692307692308,0.5
Q2G036,106,4,2.3000489558584905,0.7887586367499999,1.2555919134462523,1.4569332149530698,1.5112903191084905,0.1801450431762289,1.3612081165955834,1.5,0.009433962264150943,0.25,0.3867924528301887,0.5,0.5283018867924528,0.25,0.07547169811320754,0.0
